Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Order Value,Customer ID,Country,Delivery Date,Date of return,Days between delivery and return,Payment method,Customer liftime return rate,Catergory Mix,Device signals,Discount in percentage,Account age (in days),Free text return reason,Order Date,Account Created Date,Consecutive prior returns,Abuse probability,is_abuse
C508325,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,-50,5/14/10 11:34,1.95,97.5,12481,Germany,22-05-10,4/6/10,13,Debit Card,0.0192,Gifts & Household,Laptop,0,207,Wrong size,17-05-10,21-10-09,1,0.6568,1
C524356,79191C,RETRO PLASTIC ELEPHANT TRAY,-24,9/28/10 16:57,0.85,20.4,12481,Germany,4/10/10,8/10/10,4,Credit Card,0.0164,Gifts & Household,Tablet,0,343,Colour was different from expected,29-09-10,21-10-09,0,0.239,0
C505226,M,Manual,-1,4/21/10 10:31,847.84,847.84,12482,Sweden,11/5/10,30-05-10,19,Debit Card,0,Gifts & Household,Mobile,15,965,No longer needed,5/5/10,13-09-07,0,0.1186,0
C505231,M,Manual,-1,4/21/10 10:36,874.84,874.84,12482,Sweden,14-05-10,26-05-10,12,Bank Transfer,0.0057,Gifts & Household,Laptop,5,972,Item did not suit me,12/5/10,13-09-07,0,0.1267,0
C522722,M,Manual,-1,9/16/10 12:20,75.19,75.19,12482,Sweden,20-09-10,16-10-10,26,Debit Card,0.0097,Gifts & Household,Mobile,15,1101,Item did not suit me,18-09-10,13-09-07,0,0.3557,1
C496328,POST,POSTAGE,-1,1/31/10 13:32,40,40,12483,Sweden,9/2/10,19-02-10,10,Debit Card,0,Gifts & Household,Mobile,10,108,Ordered by mistake,7/2/10,22-10-09,0,0.3141,1
C501400,22433,WATERING CAN GREEN DINOSAUR,-12,3/16/10 11:28,1.95,23.4,12483,Sweden,20-03-10,4/4/10,15,Debit Card,0.0455,Gifts & Household,Laptop,5,146,Bought the wrong item,18-03-10,22-10-09,0,0.4,1
C528062,POST,POSTAGE,-1,10/20/10 12:17,52.46,52.46,12483,Sweden,23-10-10,12/11/10,20,Credit Card,0.0392,Gifts & Household,Laptop,10,364,Colour was different from expected,22-10-10,22-10-09,0,0.4004,1
C489955,20870,OPULENT VELVET CANDLE IN BOX,-1,12/3/09 10:57,2.1,2.1,12484,Spain,8/12/09,30-12-09,22,Debit Card,0,Lighting,Mobile,10,486,Changed my mind,5/12/09,6/8/08,0,0.1378,1
C489955,21232,STRAWBERRY CERAMIC TRINKET BOX,-1,12/3/09 10:57,1.25,1.25,12484,Spain,8/12/09,30-12-09,22,Debit Card,1,Storage & Organisation,Laptop,15,486,Colour was different from expected,5/12/09,6/8/08,1,0.286,0
C519662,22236,CAKE STAND 3 TIER MAGIC GARDEN,-1,8/19/10 12:08,12.75,12.75,12484,Spain,29-08-10,6/9/10,8,Credit Card,0.0153,Gifts & Household,Mobile,0,746,Colour was different from expected,22-08-10,6/8/08,0,0.0883,1
C519662,22198,LARGE POPCORN HOLDER ,-1,8/19/10 12:08,1.65,1.65,12484,Spain,27-08-10,29-08-10,2,Credit Card,0.0227,Gifts & Household,Laptop,0,746,Changed my mind,22-08-10,6/8/08,1,0.1276,0
C519662,21713,CITRONELLA CANDLE FLOWERPOT,-1,8/19/10 12:08,2.1,2.1,12484,Spain,23-08-10,29-08-10,6,Credit Card,0.0301,Lighting,Laptop,5,746,Wrong size,22-08-10,6/8/08,2,0.1901,0
C491036,21680,WOODLAND  STICKERS,-30,12/9/09 9:16,0.85,25.5,12487,Sweden,19-12-09,28-12-09,9,Debit Card,0,Gifts & Household,Laptop,0,359,Item did not suit me,12/12/09,18-12-08,0,0.2051,0
C498760,22097,SWALLOW SQUARE TISSUE BOX,-4,2/22/10 17:03,1.25,5,12490,France,28-02-10,8/3/10,8,Credit Card,0,Storage & Organisation,Desktop,5,382,Item did not suit me,23-02-10,6/2/09,0,0.0645,0
C508935,21232,STRAWBERRY CERAMIC TRINKET BOX,-5,5/19/10 11:28,1.25,6.25,12494,France,28-05-10,24-06-10,27,PayPal,0,Storage & Organisation,Mobile,5,849,No longer needed,22-05-10,23-01-08,0,0.0708,0
C508935,22363,GLASS JAR MARMALADE ,-3,5/19/10 11:28,2.95,8.85,12494,France,26-05-10,31-05-10,5,Bank Transfer,0.0476,Kitchenware,Laptop,5,849,Item did not suit me,22-05-10,23-01-08,1,0.1848,0
C530069,22070,SMALL RED RETROSPOT MUG IN BOX ,-1,11/1/10 11:57,3.75,3.75,12494,France,7/11/10,12/11/10,5,PayPal,0.0606,Kitchenware,Tablet,0,1015,Changed my mind,4/11/10,23-01-08,0,0.0786,0
C530069,22071,SMALL WHITE RETROSPOT MUG IN BOX ,-1,11/1/10 11:57,3.75,3.75,12494,France,8/11/10,18-11-10,10,Debit Card,0.0882,Kitchenware,Mobile,0,1015,Bought the wrong item,4/11/10,23-01-08,1,0.1641,0
C501170,85121C,RETRO LAUNDRY TUB PISTACHIO,-2,3/15/10 10:20,8.5,17,12495,Sweden,18-03-10,30-03-10,12,Debit Card,0,Gifts & Household,Mobile,0,679,Item did not suit me,17-03-10,6/5/08,0,0.0734,0
C501170,85121B,RETRO LAUNDRY TUB PINK,-2,3/15/10 10:20,8.5,17,12495,Sweden,19-03-10,28-03-10,9,Credit Card,0.0556,Gifts & Household,Laptop,10,679,Ordered by mistake,17-03-10,6/5/08,1,0.3366,1
C495793,ADJUST,Adjustment by john on 26/01/2010 17,-1,1/26/10 17:21,36.75,36.75,12497,Germany,2/2/10,4/3/10,30,Debit Card,0,Gifts & Household,Laptop,5,1131,Wrong size,29-01-10,25-12-06,0,0.2176,0
C498777,84927A,WAKE UP COCKEREL TILE HOOK,-1,2/23/10 10:48,2.1,2.1,12500,Germany,3/3/10,20-03-10,17,Debit Card,0,Gifts & Household,Tablet,0,579,Changed my mind,25-02-10,25-07-08,0,0.0492,0
C498777,22243,"HOOK, 5 HANGER ,MAGIC TOADSTOOL RED",-3,2/23/10 10:48,1.65,4.95,12500,Germany,28-02-10,11/3/10,11,Credit Card,0.0204,Gifts & Household,Desktop,0,579,Changed my mind,25-02-10,25-07-08,1,0.1932,1
C498813,21671,RED SPOT CERAMIC DRAWER KNOB,-2,2/23/10 11:28,1.25,2.5,12500,Germany,1/3/10,21-03-10,20,Credit Card,0.04,Gifts & Household,Mobile,20,582,No longer needed,28-02-10,25-07-08,2,0.2322,0
C498813,21837,CROSS STITCH ALPHABET CUSHION COVER,-2,2/23/10 11:28,5.95,11.9,12500,Germany,7/3/10,21-03-10,14,Bank Transfer,0.0588,Gifts & Household,Desktop,20,582,Wrong size,28-02-10,25-07-08,3,0.519,1
C501120,21928,JUMBO BAG SCANDINAVIAN PAISLEY,-1,3/12/10 14:59,1.95,1.95,12500,Germany,19-03-10,21-03-10,2,PayPal,0.0678,Accessories,Mobile,0,596,Colour was different from expected,14-03-10,25-07-08,0,0.1003,0
C501481,47504J,ENGLISH ROSE SET/3 GARDEN TOOLS,-1,3/17/10 10:16,7.95,7.95,12500,Germany,20-03-10,7/4/10,18,Debit Card,0.0758,Gifts & Household,Laptop,0,602,Changed my mind,19-03-10,25-07-08,0,0.2576,1
C532368,22637,PIGGY BANK RETROSPOT ,-2,11/11/10 17:54,2.55,5.1,12505,Italy,19-11-10,12/12/10,23,Debit Card,0,Gifts & Household,Desktop,5,758,Item did not suit me,12/11/10,15-10-08,0,0.0483,1
C532368,22634,CHILDS BREAKFAST SET SPACEBOY ,-2,11/11/10 17:54,9.95,19.9,12505,Italy,14-11-10,28-11-10,14,Credit Card,0.0233,Toys & Gifts,Laptop,25,758,No longer needed,12/11/10,15-10-08,1,0.387,1
C532368,22362,GLASS JAR PEACOCK BATH SALTS,-2,11/11/10 17:54,2.95,5.9,12505,Italy,14-11-10,18-11-10,4,Credit Card,0.0455,Kitchenware,Tablet,5,758,Item did not suit me,12/11/10,15-10-08,2,0.2667,0
C532368,22361,GLASS JAR DAISY FRESH COTTON WOOL,-4,11/11/10 17:54,2.95,11.8,12505,Italy,16-11-10,11/12/10,25,Debit Card,0.0667,Kitchenware,Mobile,15,758,Ordered by mistake,12/11/10,15-10-08,3,0.6408,0
C490296,POST,POSTAGE,-1,12/4/09 13:51,28,28,12510,Spain,12/12/09,2/1/10,21,Credit Card,0,Gifts & Household,Tablet,15,129,Ordered by mistake,6/12/09,30-07-09,0,0.3184,0
C494347,M,Manual,-1,1/13/10 14:20,751.11,751.11,12510,Spain,22-01-10,30-01-10,8,Debit Card,0.05,Gifts & Household,Tablet,0,170,Changed my mind,16-01-10,30-07-09,0,0.4112,0
C494353,M,Manual,-1,1/13/10 14:50,323.88,323.88,12510,Spain,19-01-10,23-01-10,4,Credit Card,0.0952,Gifts & Household,Desktop,10,170,No longer needed,16-01-10,30-07-09,1,0.7935,1
C494355,POST,POSTAGE,-1,1/13/10 15:04,174.75,174.75,12510,Spain,25-01-10,12/2/10,18,Debit Card,0.1364,Gifts & Household,Desktop,5,172,Ordered by mistake,18-01-10,30-07-09,2,0.8279,1
C494360,POST,POSTAGE,-1,1/13/10 15:32,161.25,161.25,12510,Spain,22-01-10,14-02-10,23,Debit Card,0.1739,Gifts & Household,Laptop,10,174,Bought the wrong item,20-01-10,30-07-09,3,0.8455,1
C496621,21935,SUKI  SHOULDER BAG,-20,2/3/10 9:16,1.65,33,12510,Spain,11/2/10,4/3/10,21,PayPal,0.0909,Accessories,Desktop,0,189,Wrong size,5/2/10,30-07-09,0,0.8004,1
C503357,84676,BATH DUCK WATERING CAN,-4,3/31/10 13:42,2.95,11.8,12510,Spain,4/4/10,30-04-10,26,Debit Card,0.0779,Gifts & Household,Tablet,10,243,Wrong size,31-03-10,30-07-09,0,0.3841,1
C503357,79029,GLASS HONEYPOT WASP CATCHER,-1,3/31/10 13:42,1.95,1.95,12510,Spain,3/4/10,17-04-10,14,Credit Card,0.0897,Kitchenware,Desktop,5,243,Item did not suit me,31-03-10,30-07-09,1,0.3848,1
C503357,22362,GLASS JAR PEACOCK BATH SALTS,-1,3/31/10 13:42,2.95,2.95,12510,Spain,3/4/10,17-04-10,14,Debit Card,0.1013,Kitchenware,Desktop,5,243,Ordered by mistake,31-03-10,30-07-09,2,0.4044,1
C528182,79321,CHILLI LIGHTS,-1,10/21/10 10:58,4.95,4.95,12511,Greece,25-10-10,16-11-10,22,PayPal,0,Lighting,Laptop,0,298,Colour was different from expected,21-10-10,27-12-09,0,0.0768,0
C528182,35923,CANDY HEART HANGING DECORATION,-2,10/21/10 10:58,1.25,2.5,12511,Greece,28-10-10,29-10-10,1,Credit Card,0.0052,Home Decor,Desktop,20,298,No longer needed,21-10-10,27-12-09,1,0.2764,0
C528182,22180,RETROSPOT LAMP,-1,10/21/10 10:58,9.95,9.95,12511,Greece,26-10-10,28-10-10,2,Credit Card,0.0104,Lighting,Laptop,15,298,Ordered by mistake,21-10-10,27-12-09,2,0.4639,0
C528182,22348,TEA BAG PLATE RED RETROSPOT,-1,10/21/10 10:58,0.85,0.85,12511,Greece,28-10-10,1/11/10,4,Credit Card,0.0155,Kitchenware,Mobile,5,298,Changed my mind,21-10-10,27-12-09,3,0.2452,0
C521011,22138,BAKING SET 9 PIECE RETROSPOT,-6,9/1/10 14:40,4.95,29.7,12519,Germany,3/9/10,7/9/10,4,Debit Card,0,Gifts & Household,Mobile,5,256,Item did not suit me,1/9/10,19-12-09,0,0.2015,1
C521011,22055,MINI CAKE STAND  HANGING STRAWBERY,-1,9/1/10 14:40,1.65,1.65,12519,Germany,8/9/10,17-09-10,9,Debit Card,0.0435,Gifts & Household,Laptop,15,256,Wrong size,1/9/10,19-12-09,1,0.3305,1
C489685,POST,POSTAGE,-1,12/2/09 10:28,18,18,12523,France,10/12/09,1/1/10,22,Credit Card,0,Gifts & Household,Laptop,15,1102,Bought the wrong item,3/12/09,27-11-06,0,0.1913,0
C489685,21843,RETRO SPOT CAKE STAND,-1,12/2/09 10:28,10.95,10.95,12523,France,8/12/09,9/12/09,1,Credit Card,1,Gifts & Household,Desktop,0,1102,Changed my mind,3/12/09,27-11-06,1,0.2383,0
C498854,22269,EGG CUP NATURAL CHICKEN,-1,2/23/10 12:16,1.25,1.25,12523,France,1/3/10,6/3/10,5,Debit Card,0.0556,Kitchenware,Laptop,20,1187,Wrong size,26-02-10,27-11-06,0,0.1205,0
C498854,22168,ORGANISER WOOD ANTIQUE WHITE ,-2,2/23/10 12:16,8.5,17,12523,France,4/3/10,24-03-10,20,Credit Card,0.0811,Gifts & Household,Laptop,0,1187,Bought the wrong item,26-02-10,27-11-06,1,0.3244,1
C498854,22220,CAKE STAND LOVEBIRD 2 TIER WHITE,-2,2/23/10 12:16,9.95,19.9,12523,France,27-02-10,7/3/10,8,Debit Card,0.1053,Gifts & Household,Laptop,25,1187,Bought the wrong item,26-02-10,27-11-06,2,0.6358,1
C508358,22488,NATURAL SLATE RECTANGLE CHALKBOARD,-3,5/14/10 12:45,1.65,4.95,12523,France,17-05-10,24-05-10,7,Debit Card,0.061,Gifts & Household,Desktop,0,1264,Bought the wrong item,14-05-10,27-11-06,0,0.0768,0
C508358,22364,GLASS JAR DIGESTIVE BISCUITS,-2,5/14/10 12:45,2.95,5.9,12523,France,18-05-10,28-05-10,10,Credit Card,0.0723,Kitchenware,Laptop,5,1264,Item did not suit me,14-05-10,27-11-06,1,0.2124,1
C516565,21527,RED RETROSPOT TRADITIONAL TEAPOT ,-1,7/21/10 12:27,7.95,7.95,12523,France,29-07-10,8/8/10,10,PayPal,0.0619,Gifts & Household,Mobile,10,1334,Ordered by mistake,23-07-10,27-11-06,0,0.0978,0
C516565,21232,STRAWBERRY CERAMIC TRINKET BOX,-1,7/21/10 12:27,1.25,1.25,12523,France,30-07-10,26-08-10,27,Credit Card,0.0702,Storage & Organisation,Desktop,0,1334,Ordered by mistake,23-07-10,27-11-06,1,0.1462,0
C516565,22269,EGG CUP NATURAL CHICKEN,-8,7/21/10 12:27,1.25,10,12523,France,29-07-10,25-08-10,27,Credit Card,0.0783,Kitchenware,Mobile,10,1334,Item did not suit me,23-07-10,27-11-06,2,0.4035,0
C528925,22890,NOVELTY BISCUITS CAKE STAND 3 TIER,-1,10/25/10 14:51,9.95,9.95,12523,France,30-10-10,14-11-10,15,Credit Card,0.069,Gifts & Household,Laptop,20,1428,Item did not suit me,25-10-10,27-11-06,0,0.1437,0
C524576,22618,COOKING SET RETROSPOT,-2,9/29/10 16:05,9.95,19.9,12524,Germany,9/10/10,19-10-10,10,Debit Card,0,Gifts & Household,Desktop,15,817,Ordered by mistake,2/10/10,7/7/08,0,0.0333,0
C524576,22138,BAKING SET 9 PIECE RETROSPOT,-3,9/29/10 16:05,4.95,14.85,12524,Germany,9/10/10,13-10-10,4,PayPal,0.0123,Gifts & Household,Desktop,20,817,Item did not suit me,2/10/10,7/7/08,1,0.1882,0
C490153,21265,PINK GOOSE FEATHER TREE 60CM,-1,12/4/09 10:10,9.95,9.95,12525,France,10/12/09,7/1/10,28,Debit Card,0,Gifts & Household,Desktop,10,214,Item did not suit me,5/12/09,5/5/09,0,0.3133,0
C490153,21527,RETRO SPOT TRADITIONAL TEAPOT ,-2,12/4/09 10:10,7.95,15.9,12525,France,12/12/09,19-12-09,7,Debit Card,1,Gifts & Household,Desktop,20,214,Changed my mind,5/12/09,5/5/09,1,0.7713,1
C490153,22180,RETRO SPOT LAMP,-2,12/4/09 10:10,9.95,19.9,12525,France,10/12/09,5/1/10,26,Debit Card,1,Lighting,Desktop,10,214,Item did not suit me,5/12/09,5/5/09,2,0.7157,1
C499783,22180,RETRO SPOT LAMP,-2,3/2/10 14:33,9.95,19.9,12525,France,11/3/10,21-03-10,10,Credit Card,0.0833,Lighting,Desktop,10,303,Wrong size,4/3/10,5/5/09,0,0.3359,1
C499783,21265,PINK GOOSE FEATHER TREE 60CM,-1,3/2/10 14:33,9.95,9.95,12525,France,10/3/10,20-03-10,10,Credit Card,0.1081,Gifts & Household,Mobile,5,303,Item did not suit me,4/3/10,5/5/09,1,0.513,1
C500542,21429,RED GINGHAM ROSE JEWELLERY BOX,-2,3/8/10 15:30,1.65,3.3,12525,France,11/3/10,31-03-10,20,PayPal,0.1316,Accessories,Mobile,20,308,Changed my mind,9/3/10,5/5/09,2,0.3927,1
C500542,22358,KINGS CHOICE TEA CADDY ,-1,3/8/10 15:30,2.95,2.95,12525,France,15-03-10,10/4/10,26,Credit Card,0.1538,Gifts & Household,Mobile,25,308,Wrong size,9/3/10,5/5/09,3,0.4385,0
C500542,85232B,SET/3 RUSSIAN DOLL STACKING TINS,-2,3/8/10 15:30,4.95,9.9,12525,France,14-03-10,10/4/10,27,Credit Card,0.175,Toys & Gifts,Mobile,0,308,Item did not suit me,9/3/10,5/5/09,4,0.7224,0
C500542,22386,JUMBO BAG PINK WITH WHITE SPOTS,-1,3/8/10 15:30,1.95,1.95,12525,France,13-03-10,5/4/10,23,Credit Card,0.1951,Accessories,Desktop,0,308,Wrong size,9/3/10,5/5/09,5,0.3964,0
C511823,21718,RED METAL BEACH SPADE ,-1,6/10/10 16:30,1.25,1.25,12525,France,15-06-10,26-06-10,11,Debit Card,0.1731,Gifts & Household,Tablet,10,402,Item did not suit me,11/6/10,5/5/09,0,0.1135,1
C511823,22519,CHILDS GARDEN BRUSH PINK,-1,6/10/10 16:30,2.1,2.1,12525,France,13-06-10,24-06-10,11,Credit Card,0.1887,Toys & Gifts,Mobile,15,402,Ordered by mistake,11/6/10,5/5/09,1,0.2987,0
C511823,22180,RETRO SPOT LAMP,-1,6/10/10 16:30,9.95,9.95,12525,France,14-06-10,14-07-10,30,Credit Card,0.2037,Lighting,Desktop,20,402,Colour was different from expected,11/6/10,5/5/09,2,0.5786,0
C518254,22073,RED RETROSPOT STORAGE JAR,-1,8/5/10 18:09,3.75,3.75,12525,France,12/8/10,31-08-10,19,PayPal,0.1667,Storage & Organisation,Desktop,0,458,Changed my mind,6/8/10,5/5/09,0,0.1482,0
C518254,22180,RETRO SPOT LAMP,-1,8/5/10 18:09,9.95,9.95,12525,France,8/8/10,31-08-10,23,PayPal,0.1781,Lighting,Laptop,5,458,Item did not suit me,6/8/10,5/5/09,1,0.4395,1
C518254,85008,SET OF 3 CONEY ISLAND OVAL BOXES,-1,8/5/10 18:09,4.95,4.95,12525,France,10/8/10,4/9/10,25,Credit Card,0.1892,Storage & Organisation,Desktop,10,458,Item did not suit me,6/8/10,5/5/09,2,0.3707,0
C518254,21539,RED RETROSPOT BUTTER DISH,-1,8/5/10 18:09,4.95,4.95,12525,France,10/8/10,6/9/10,27,PayPal,0.2,Gifts & Household,Desktop,0,458,No longer needed,6/8/10,5/5/09,3,0.4883,1
C518254,21527,RED RETROSPOT TRADITIONAL TEAPOT ,-1,8/5/10 18:09,7.95,7.95,12525,France,12/8/10,25-08-10,13,Credit Card,0.2105,Gifts & Household,Laptop,5,458,No longer needed,6/8/10,5/5/09,4,0.4689,1
C514522,22558,CLOTHES PEGS RETROSPOT PACK 24,-1,7/5/10 9:35,1.25,1.25,12529,France,9/7/10,1/8/10,23,Bank Transfer,0,Apparel,Desktop,0,614,No longer needed,7/7/10,30-10-08,0,0.047,0
C514522,21529,RED RETROSPOT TOASTRACK,-1,7/5/10 9:35,3.45,3.45,12529,France,11/7/10,12/7/10,1,PayPal,0.0455,Gifts & Household,Tablet,0,614,Ordered by mistake,7/7/10,30-10-08,1,0.2085,0
C522303,POST,POSTAGE,-1,9/13/10 15:04,18,18,12530,Germany,25-09-10,11/10/10,16,Debit Card,0,Gifts & Household,Tablet,10,962,Ordered by mistake,18-09-10,30-01-08,0,0.0447,0
C529181,21258,VICTORIAN SEWING BOX LARGE,-1,10/26/10 18:35,12.75,12.75,12530,Germany,30-10-10,10/11/10,11,PayPal,0.0108,Storage & Organisation,Laptop,0,1000,Changed my mind,26-10-10,30-01-08,0,0.0618,0
C495964,22255,FELT TOADSTOOL  SMALL,-4,1/28/10 10:43,0.85,3.4,12531,Germany,1/2/10,11/2/10,10,Credit Card,0,Gifts & Household,Desktop,0,742,Wrong size,29-01-10,17-01-08,0,0.0199,1
C495964,22138,BAKING SET 9 PIECE RETROSPOT,-3,1/28/10 10:43,4.95,14.85,12531,Germany,2/2/10,25-02-10,23,Debit Card,0.009,Gifts & Household,Tablet,10,742,Colour was different from expected,29-01-10,17-01-08,1,0.1965,0
C495964,22254,FELT TOADSTOOL LARGE,-5,1/28/10 10:43,1.25,6.25,12531,Germany,3/2/10,15-02-10,12,Credit Card,0.0179,Gifts & Household,Laptop,0,742,Changed my mind,29-01-10,17-01-08,2,0.2073,0
C495964,85059,FRENCH ENAMEL WATER BASIN,-1,1/28/10 10:43,3.75,3.75,12531,Germany,5/2/10,15-02-10,10,PayPal,0.0265,Gifts & Household,Desktop,10,742,Bought the wrong item,29-01-10,17-01-08,3,0.2712,0
C495964,21537,RETRO SPOTS PUDDING BOWL,-1,1/28/10 10:43,4.25,4.25,12531,Germany,5/2/10,6/2/10,1,Credit Card,0.0351,Kitchenware,Laptop,0,742,No longer needed,29-01-10,17-01-08,4,0.2613,0
C495964,22232,JIGSAW TOADSTOOLS 3 PIECE,-1,1/28/10 10:43,1.65,1.65,12531,Germany,5/2/10,7/3/10,30,Debit Card,0.0435,Gifts & Household,Laptop,5,742,Item did not suit me,29-01-10,17-01-08,5,0.252,0
C491604,84836,ZINC METAL HEART DECORATION,-12,12/11/09 13:32,1.25,15,12533,Germany,17-12-09,18-12-09,1,Bank Transfer,0,Home Decor,Desktop,0,526,Wrong size,13-12-09,5/7/08,0,0.052,0
C491604,84948,SILVER HANGING T-LIGHT HOLDER DOME,-3,12/11/09 13:32,1.65,4.95,12533,Germany,15-12-09,27-12-09,12,Bank Transfer,0.0222,Lighting,Desktop,5,526,Colour was different from expected,13-12-09,5/7/08,1,0.2322,1
C491604,22072,TEA CUP AND SAUCER RETRO SPOT,-1,12/11/09 13:32,3.75,3.75,12533,Germany,16-12-09,6/1/10,21,Credit Card,0.0435,Kitchenware,Desktop,10,526,Changed my mind,13-12-09,5/7/08,2,0.326,0
C491604,22073,RETRO SPOT STORAGE JAR,-1,12/11/09 13:32,3.75,3.75,12533,Germany,19-12-09,14-01-10,26,PayPal,0.0638,Storage & Organisation,Desktop,0,526,Bought the wrong item,13-12-09,5/7/08,3,0.3819,0
C491608,21733,RED HANGING HEART T-LIGHT HOLDER,-1,12/11/09 13:39,2.95,2.95,12533,Germany,18-12-09,19-12-09,1,Credit Card,0.0833,Lighting,Laptop,20,526,Item did not suit me,13-12-09,5/7/08,4,0.3014,0
C494041,21731,RED TOADSTOOL LED NIGHT LIGHT,-12,1/11/10 11:57,1.65,19.8,12533,Germany,16-01-10,1/2/10,16,Credit Card,0.102,Lighting,Desktop,0,557,Changed my mind,13-01-10,5/7/08,5,0.2636,0
C494041,22180,RETRO SPOT LAMP,-3,1/11/10 11:57,9.95,29.85,12533,Germany,15-01-10,18-01-10,3,Credit Card,0.12,Lighting,Laptop,0,557,Item did not suit me,13-01-10,5/7/08,6,0.6353,0
C494041,22232,JIGSAW TOADSTOOLS 3 PIECE,-8,1/11/10 11:57,1.65,13.2,12533,Germany,14-01-10,21-01-10,7,Debit Card,0.1373,Gifts & Household,Desktop,5,557,Colour was different from expected,13-01-10,5/7/08,7,0.4517,0
C494041,22254,FELT TOADSTOOL LARGE,-12,1/11/10 11:57,1.25,15,12533,Germany,20-01-10,5/2/10,16,PayPal,0.1538,Gifts & Household,Tablet,15,557,Wrong size,13-01-10,5/7/08,8,0.6539,0
C494041,22255,FELT TOADSTOOL  SMALL,-12,1/11/10 11:57,0.85,10.2,12533,Germany,18-01-10,24-01-10,6,Debit Card,0.1698,Gifts & Household,Desktop,5,557,Item did not suit me,13-01-10,5/7/08,9,0.46,1
C494041,21789,KIDS RAIN MAC PINK,-24,1/11/10 11:57,0.85,20.4,12533,Germany,16-01-10,21-01-10,5,Credit Card,0.1852,Gifts & Household,Mobile,15,557,Item did not suit me,13-01-10,5/7/08,10,0.7005,0
C494041,21788,KIDS RAIN MAC BLUE,-24,1/11/10 11:57,0.85,20.4,12533,Germany,14-01-10,12/2/10,29,PayPal,0.2,Gifts & Household,Desktop,10,557,Wrong size,13-01-10,5/7/08,11,0.7734,1
C494041,21238,RED SPOTTY CUP,-3,1/11/10 11:57,0.85,2.55,12533,Germany,16-01-10,10/2/10,25,Credit Card,0.2143,Kitchenware,Laptop,0,557,Ordered by mistake,13-01-10,5/7/08,12,0.4038,1
C503249,22242,"HOOK, 5 HANGER , MAGIC TOADSTOOL",-3,3/31/10 10:24,1.65,4.95,12533,Germany,4/4/10,27-04-10,23,Credit Card,0.1529,Gifts & Household,Laptop,15,633,Wrong size,31-03-10,5/7/08,0,0.1729,0
C503249,22243,"HOOK, 5 HANGER ,MAGIC TOADSTOOL RED",-12,3/31/10 10:24,1.65,19.8,12533,Germany,4/4/10,15-04-10,11,Debit Card,0.1628,Gifts & Household,Desktop,15,633,Bought the wrong item,31-03-10,5/7/08,1,0.4469,1
C503249,21843,RETRO SPOT CAKE STAND,-1,3/31/10 10:24,10.95,10.95,12533,Germany,3/4/10,1/5/10,28,Bank Transfer,0.1724,Gifts & Household,Tablet,0,633,Bought the wrong item,31-03-10,5/7/08,2,0.4553,0
C503249,21535,RETRO SPOT SMALL MILK JUG,-3,3/31/10 10:24,2.55,7.65,12533,Germany,3/4/10,30-04-10,27,Credit Card,0.1818,Gifts & Household,Laptop,0,633,No longer needed,31-03-10,5/7/08,3,0.4363,0
C503249,22423,REGENCY CAKESTAND 3 TIER,-1,3/31/10 10:24,12.75,12.75,12533,Germany,6/4/10,13-04-10,7,Credit Card,0.191,Gifts & Household,Laptop,0,633,Wrong size,31-03-10,5/7/08,4,0.5244,0
C496358,POST,POSTAGE,-2,2/1/10 10:12,28,56,12540,Spain,12/2/10,28-02-10,16,Credit Card,0,Gifts & Household,Laptop,0,611,Wrong size,5/2/10,3/6/08,0,0.1056,0
C504349,85142,JARDIN ETCHED GLASS GINGER JAR,-1,4/13/10 9:44,7.95,7.95,12542,Spain,18-04-10,6/5/10,18,Credit Card,0,Kitchenware,Desktop,15,622,Colour was different from expected,15-04-10,31-07-08,0,0.0475,0
C504349,85141,JARDIN ETCHED GLASS FRUITBOWL,-1,4/13/10 9:44,10.75,10.75,12542,Spain,18-04-10,17-05-10,29,Debit Card,0.0385,Kitchenware,Mobile,5,622,Changed my mind,15-04-10,31-07-08,1,0.3678,0
C504349,85028S,FRENCH CHATEAU SMALL FRUITBOWL,-2,4/13/10 9:44,4.95,9.9,12542,Spain,18-04-10,23-04-10,5,Credit Card,0.0741,Kitchenware,Laptop,20,622,Wrong size,15-04-10,31-07-08,2,0.4323,1
C504349,85030,FRENCH CHATEAU OVAL PLATTER,-2,4/13/10 9:44,7.95,15.9,12542,Spain,16-04-10,4/5/10,18,Credit Card,0.1071,Apparel,Laptop,10,622,Bought the wrong item,15-04-10,31-07-08,3,0.7906,1
C504349,22269,EGG CUP NATURAL CHICKEN,-1,4/13/10 9:44,1.25,1.25,12542,Spain,20-04-10,8/5/10,18,Credit Card,0.1379,Kitchenware,Mobile,5,622,Colour was different from expected,15-04-10,31-07-08,4,0.3221,0
C504568,22236,CAKE STAND 3 TIER MAGIC GARDEN,-1,4/14/10 14:17,12.75,12.75,12542,Spain,18-04-10,30-04-10,12,PayPal,0.1667,Gifts & Household,Desktop,25,622,No longer needed,15-04-10,31-07-08,5,0.6349,1
C528439,22618,COOKING SET RETROSPOT,-2,10/22/10 10:41,9.95,19.9,12553,France,28-10-10,31-10-10,3,Credit Card,0,Gifts & Household,Desktop,10,409,Wrong size,23-10-10,8/9/09,0,0.0883,1
